002005002	1	002005	002	002005	603-002-00-002005	C相电压过高告警2路	4	02	0201	0&正常;1&告警						II路C相电压过高告警			
002006000	1	002006	000	002006	603-002-00-002006	C相电压过低告警	4	02	0201	0&正常;1&告警						C相电压过低告警			
002006001	1	002006	001	002006	603-002-00-002006	C相电压过低告警1路	4	02	0201	0&正常;1&告警						I路C相电压过低告警			
002006002	1	002006	002	002006	603-002-00-002006	C相电压过低告警2路	4	02	0201	0&正常;1&告警						II路C相电压过低告警			
002007000	1	002007	000	002007	603-002-00-002007	A相电流过大告警	4	02	0201	0&正常;1&告警						相电流Ia高于设定告警阈值,告警阈值以系统或线路容量			
002008000	1	002008	000	002008	603-002-00-002008	B相电流过大告警	4	02	0201	0&正常;1&告警						相电流Ib高于设定告警阈值,告警阈值以系统或线路容量			
002009000	1	002009	000	002009	603-002-00-002009	C相电流过大告警	4	02	0201	0&正常;1&告警						相电流Ic高于设定告警阈值,告警阈值以系统或线路容量			
002010000	1	002010	000	002010	603-002-00-002010	输入断电告警	4	02	0201	0&正常;1&告警						市电输入断电告警			
002010001	1	002010	001	002010	603-002-00-002010	I路输入断电告警	4	02	0201	0&正常;1&告警						市电输入断电告警			
002010002	1	002010	002	002010	603-002-00-002010	II路输入断电告警	4	02	0201	0&正常;1&告警						市电输入断电告警			
002011000	1	002011	000	002011	603-002-00-002011	零序电流过大告警	4	02	0201	0&正常;1&告警						零序电流Io高于设定告警阈值			
002012000	1	002012	000	002012	603-002-00-002012	防雷器空开断开告警	4	02	0201	0&正常;1&告警						防雷器空开断开			
002013000	1	002013	000	002013	603-002-00-002013	防雷器故障告警	4	02	0201	0&正常;1&告警						交流防雷器断故障告警状态			
002013001	1	002013	001	002013	603-002-00-002013	I路防雷器故障告警	4	02	0201	0&正常;1&告警						交流防雷器断故障告警状态			
002013002	1	002013	002	002013	603-002-00-002013	II路防雷器故障告警	4	02	0201	0&正常;1&告警						交流防雷器断故障告警状态			
002014000	1	002014	000	002014	603-002-00-002014	交流缺相告警	4	02	0201	0&正常;1&告警						一相或两相电压小于告警门限值			
002014001	1	002014	001	002014	603-002-00-002014	交流缺相告警1路	4	02	0201	0&正常;1&告警						一相或两相电压小于告警门限值			
002014002	1	002014	002	002014	603-002-00-002014	交流缺相告警2路	4	02	0201	0&正常;1&告警						一相或两相电压小于告警门限值			
002015001	1	002015	001	002015	603-002-00-002015	输出分路01中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015002	1	002015	002	002015	603-002-00-002015	输出分路02中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015003	1	002015	003	002015	603-002-00-002015	输出分路03中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015004	1	002015	004	002015	603-002-00-002015	输出分路04中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015005	1	002015	005	002015	603-002-00-002015	输出分路05中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015006	1	002015	006	002015	603-002-00-002015	输出分路06中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015007	1	002015	007	002015	603-002-00-002015	输出分路07中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015008	1	002015	008	002015	603-002-00-002015	输出分路08中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015009	1	002015	009	002015	603-002-00-002015	输出分路09中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015010	1	002015	010	002015	603-002-00-002015	输出分路10中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015011	1	002015	011	002015	603-002-00-002015	输出分路11中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015012	1	002015	012	002015	603-002-00-002015	输出分路12中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015013	1	002015	013	002015	603-002-00-002015	输出分路13中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015014	1	002015	014	002015	603-002-00-002015	输出分路14中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015015	1	002015	015	002015	603-002-00-002015	输出分路15中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015016	1	002015	016	002015	603-002-00-002015	输出分路16中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015017	1	002015	017	002015	603-002-00-002015	输出分路17中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015018	1	002015	018	002015	603-002-00-002015	输出分路18中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015019	1	002015	019	002015	603-002-00-002015	输出分路19中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015020	1	002015	020	002015	603-002-00-002015	输出分路20中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015021	1	002015	021	002015	603-002-00-002015	输出分路21中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015022	1	002015	022	002015	603-002-00-002015	输出分路22中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
